#Scientific name,Protein,BioSample,Isolate,Contig,Start,Stop,Strand,Element symbol,Element name,Type,Scope,Subtype,Class,Subclass,Method,% Coverage of reference,% Identity to reference
"Escherichia coli","WP_049589868.1","SAMN23638424","PDT001436660.1","NZ_JAJOPC010000025.1",187,1812,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HCP5154395.1","SAMN27150463","PDT001441897.1","DAJMIU010000080.1",1936,3561,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HCP5979432.1","SAMN11291016","PDT001443073.1","DAJMPH010000009.1",47041,48666,"+","mcr-1","MCR-1 family phosphoethanolamine--lipid A transferase","AMR","core","AMR","COLISTIN","COLISTIN","BLASTP",100.0,99.82
"Escherichia coli","WP_049589868.1","SAMN30797193","PDT001455071.1","NZ_JAOVZI010000025.1",10327,11952,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HCQ3693040.1","SAMN30002588","PDT001461996.1","DAJPIL010000027.1",10857,12482,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HCQ3661478.1","SAMN30002582","PDT001462003.1","DAJPIF010000031.1",8368,9993,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli",,"SAMN30797143","PDT001464965.1","JAOVPI010000049.1",27532,29154,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN30797051","PDT001465016.1","JAOVLF010000027.1",11823,13445,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMEA14449068","PDT001504125.1","NZ_CALSDL010000025.1",12934,14559,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli",,"SAMN31968665","PDT001518131.1","JAPQGK010000048.1",3501,5123,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN31968653","PDT001518139.1","JAPQFY010000033.1",27981,29603,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN31968645","PDT001518146.1","JAPQFQ010000059.1",3550,5172,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN31827425","PDT001523086.1","NZ_JAPQOE010000028.1",43303,44928,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN31827362","PDT001523148.1","NZ_JAPQQP010000034.1",49696,51321,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN31827361","PDT001523150.1","NZ_JAPQQQ010000035.1",50144,51769,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN31827353","PDT001523159.1","NZ_JAPQQY010000031.1",9473,11098,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDC9021158.1","SAMEA111324429","PDT001548631.1","DALSRE010000018.1",68456,70081,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli",,"SAMN21424235","PDT001639047.1","JAIQMI010000033.1",51811,53433,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN21424234","PDT001639051.1","JAIQMJ010000046.1",3646,5268,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN21424225","PDT001639058.1","JAIQMR010000029.1",13822,15444,"+","mcr-1","MCR-1 family phosphoethanolamine--lipid A transferase","AMR","core","AMR","COLISTIN","COLISTIN","BLASTX",100.0,99.82
"Escherichia coli",,"SAMN21424305","PDT001639167.1","JAIQQW010000155.1",833,2455,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN21424174","PDT001639229.1","JAIQTG010000044.1",196,1818,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli","HDP7670838.1","SAMN14049622","PDT001670948.1","DAOCTY010000007.1",168897,170522,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDP6478594.1","SAMN14049530","PDT001670986.1","DAOCKJ010000031.1",10288,11913,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDP6637197.1","SAMN14049495","PDT001671090.1","DAOCLH010000032.1",11645,13270,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDP6526897.1","SAMN14049438","PDT001671184.1","DAOCKR010000026.1",8961,10586,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDQ2661823.1","SAMN21590405","PDT001672893.1","DAOEJB010000024.1",9453,11078,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli",,"SAMN31868560","PDT001673234.1","JAROUD010000035.1",26478,28100,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli","HDP9643344.1","SAMN28667627","PDT001673572.1","DAODKD010000014.1",104661,106286,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDP9624852.1","SAMN28667947","PDT001673576.1","DAODKA010000026.1",9437,11062,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDP9618818.1","SAMN28667945","PDT001673578.1","DAODJZ010000030.1",5999,7624,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDQ0460705.1","SAMN28667928","PDT001673597.1","DAODQC010000011.1",106220,107845,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDQ0327287.1","SAMN28667593","PDT001673634.1","DAODPL010000006.1",145669,147294,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDQ0529201.1","SAMN28667789","PDT001673636.1","DAODRG010000009.1",145664,147289,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDQ1615971.1","SAMN28667774","PDT001673652.1","DAODZP010000010.1",145664,147289,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDQ0809435.1","SAMN28667607","PDT001673738.1","DAODTC010000014.1",104661,106286,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDQ1359075.1","SAMN28667613","PDT001673794.1","DAODXP010000014.1",104792,106417,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDP9844659.1","SAMN28667703","PDT001673853.1","DAODLT010000029.1",9443,11068,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDP9079031.1","SAMN28667694","PDT001673863.1","DAODGB010000014.1",105845,107470,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HDQ0555232.1","SAMN28667879","PDT001673952.1","DAODRE010000008.1",144441,146066,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HED6286466.1","SAMD00607287","PDT001758615.1","DAQNFF010000021.1",5303,6928,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HEC4143734.1","SAMN35343889","PDT001778590.1","DAQIDU010000028.1",50570,52195,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli",,"SAMN36602233","PDT001849125.1","JAUOXM010000014.1",71647,73269,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN36935024","PDT001853578.1","NZ_JAVCVY010000038.1",3571,5196,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli",,"SAMEA114026585","PDT001884027.1","CAUALK010000052.1",27549,29171,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN34281149","PDT001888125.1","NZ_CP125709.1",1788,3413,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN34281147","PDT001888128.1","NZ_CP125675.1",588,2213,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN34281152","PDT001888129.1","NZ_CP125682.1",1997,3622,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN34281146","PDT001888139.1","NZ_CP125678.1",9847,11472,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN29645638","PDT001890760.1","NZ_JANFHZ010000030.1",297,1922,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMEA112624675","PDT001896825.1","NZ_CASDNB010000013.1",963,2588,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMEA112624672","PDT001896826.1","NZ_CASDMZ010000023.1",1261,2886,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN26533826","PDT001915382.1","NZ_JALKWA010000002.1",62666,64291,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN26533827","PDT001917832.1","NZ_JALKWB010000002.1",62663,64288,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli",,"SAMN36871709","PDT001930846.1","JAVAHW010000031.1",6162,7784,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN36871707","PDT001930848.1","JAVAHU010000014.1",62959,64581,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN36871686","PDT001930871.1","JAVAGZ010000018.1",50046,51668,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN36871590","PDT001930964.1","JAVADH010000041.1",27501,29123,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN37779079","PDT001986423.1","NZ_JAWNAV010000057.1",25746,27371,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli",,"SAMN38414467","PDT002037871.2","CP142568.1",2928116,2929138,"-","mcr-1","MCR-1 family phosphoethanolamine--lipid A transferase","AMR","core","AMR","COLISTIN","COLISTIN","PARTIALX",63.03,100.0
"Escherichia coli",,"SAMN38414707","PDT002038123.1","JAXQRB010000147.1",1106,2728,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN38414714","PDT002038127.1","JAXQQU010000033.1",9481,11103,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN38414321","PDT002038266.1","JAXRFX010000116.1",184,1806,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN38414365","PDT002038313.1","JAXREF010000124.1",10222,11844,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli","HGF6063785.1","SAMN38033961","PDT002049712.1","DBBVEJ010000013.1",49962,51587,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HFD3408399.1","SAMN31098689","PDT002053239.1","DAXLMI010000012.1",148259,149884,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli",,"SAMN31953321","PDT002056464.1","JAPPZR010000028.1",263,1885,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN31953320","PDT002056467.1","JAPPZQ010000027.1",59021,60643,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMD00562603","PDT002074991.1","NZ_AP027823.1",13907,15532,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli",,"SAMN38933460","PDT002078658.1","JAZIMQ010000015.1",25279,26901,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN38933452","PDT002078665.1","JAZIMY010000015.1",25279,26901,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN38933450","PDT002078666.1","JAZINA010000015.1",25279,26901,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN38933430","PDT002078686.1","JAZINU010000015.1",25279,26901,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN38933425","PDT002078692.1","JAZINZ010000015.1",25279,26901,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN38933420","PDT002078695.1","JAZIOE010000015.1",25279,26901,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN39328733","PDT002082481.1","NZ_JBAHYP010000022.1",10176,11801,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN39328732","PDT002082483.1","NZ_JBAHYQ010000009.1",36918,38543,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN39897630","PDT002089778.1","NZ_CP145715.1",108306,109931,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli",,"SAMN35740298","PDT002093361.1","JATAGG010000023.1",6723,8345,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli","WP_034169413.1","SAMN38843625","PDT002093667.1","NZ_JAYKFQ010000043.1",253,1875,"+","mcr-1.26","phosphoethanolamine--lipid A transferase MCR-1.26","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli",,"SAMEA115016139","PDT002101468.1","CAWNYE010000049.1",314,1936,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMEA115017928","PDT002101854.1","CAWOMT010000024.1",1099,2721,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMEA115017789","PDT002103912.1","CAWOIB010000054.1",3659,5281,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMEA115376202","PDT002104460.1","DAXTQW010000011.1",154691,156313,"+","mcr-1","MCR-1 family phosphoethanolamine--lipid A transferase","AMR","core","AMR","COLISTIN","COLISTIN","INTERNAL_STOP",100.0,99.63
"Escherichia coli","WP_049589868.1","SAMN38344963","PDT002116539.1","NZ_JAXBUS010000042.1",3542,5167,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HGX6968226.1","SAMN41069223","PDT002150019.1","DBFXTP010000008.1",145670,147295,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli",,"SAMN37877763","PDT002159889.1","JAYDLH010000022.1",52254,53876,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN37877764","PDT002159891.1","JAYDLG010000023.1",6723,8345,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN41378309","PDT002170737.1","NZ_JBDKNO010000033.1",50309,51934,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN41378308","PDT002170740.1","NZ_JBDKNN010000025.1",10042,11667,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN41378296","PDT002170749.1","NZ_JBDKNB010000024.1",9549,11174,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN41378289","PDT002170757.1","NZ_JBDKMU010000026.1",51527,53152,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN41378283","PDT002170766.1","NZ_JBDKMO010000033.1",50309,51934,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN41378271","PDT002170778.1","NZ_JBDKMC010000027.1",44656,46281,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HGX5001907.1","SAMN41081299","PDT002198935.1","DBFVXC010000028.1",8962,10587,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HFI7945874.1","SAMN39049176","PDT002248848.1","DAYITC010000006.1",12393,14018,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli",,"SAMN43296607","PDT002343725.1","JBGOLW010000040.1",3557,5176,"+","mcr-1.26","phosphoethanolamine--lipid A transferase MCR-1.26","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli","HFQ9565287.1","SAMN15694438","PDT002379502.1","DAZOPG010000029.1",11361,12986,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HFQ8731130.1","SAMN15694448","PDT002379513.1","DAZOII010000027.1",42950,44575,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN43652980","PDT002428876.1","NZ_JBHGMF010000029.1",48443,50068,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","WP_049589868.1","SAMN44011860","PDT002454684.1","NZ_JBHZMI010000026.1",43173,44798,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli",,"SAMN44706011","PDT002483157.1","JBJGSN010000037.1",27424,29046,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN44780506","PDT002495404.1","JBJHYL010000014.1",4519,6141,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN40208382","PDT002527949.1","JBAOBF010000058.1",4225,5847,"-","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli",,"SAMN45903274","PDT002599686.1","JBLDMY010000040.1",3557,5176,"+","mcr-1.26","phosphoethanolamine--lipid A transferase MCR-1.26","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEX",100.0,100.0
"Escherichia coli","HGU1097411.1","SAMD00876380","PDT002621501.1","DBFHUM010000147.1",10099,11724,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HGU2073192.1","SAMD00876382","PDT002621503.1","DBFICT010000134.1",10099,11724,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HGU1453558.1","SAMD00876487","PDT002621608.1","DBFHXN010000138.1",5530,7155,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HGU2334718.1","SAMD00876492","PDT002621613.1","DBFIEP010000287.1",5769,7394,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
"Escherichia coli","HGU1421358.1","SAMD00876496","PDT002621617.1","DBFHXH010000237.1",3945,5570,"+","mcr-1.1","phosphoethanolamine--lipid A transferase MCR-1.1","AMR","core","AMR","COLISTIN","COLISTIN","ALLELEP",100.0,100.0
